                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5094,                  4.048,                 1.1615,                0.02183,                0.23826,                0.01763,                0.00771,                 2.0224,                 4.0919,                 1.4813,                 0.0874,                 0.0014,                 0.0014
